Project_ID,Project_Name,Scale,Purpose,Location,Country,Continent,Latitude,Longitude,Injection,InjectionSize_Mt,Total_Injection_Mt,Storage_Distance,Estimated_Cost,Production_Capacity,Plant Capacity Comment,Power Plant Size,Capacity,Regulation Status,Primary Company / Alliance,Project Description,Project_Website,Status,Status Comment,Intended_Operational_Year,Operation_Year,End_Operation_Year,Date Comment,Public Funding,Public Funding Comment,Public Engagement,Non_Commercial_Org,CCS Group,Company Comment,Fate,On_Offshore,Storage_Company,Storage_Country,Storage Latitude,Storage Longitude,Storage_Comment,Storage_Monitoring,Product,Source_Company,Construction,Permit,Permit Date,Feedstock,Feedstock Detail,Feedstock Additional,Fuel_Capacity,Separation_Type,Separation_Technology,Separation Comment,Capture_Company,Transpor_Method,Transport_Company,Cluster,Cluster Comment,Trans-boundary,Transport Comment,Date Entered,Entered by,Date Modified,Modified by,Links
2732,Dartagnan,Demonstration,Other,Port of Dunkirk (and Port of Rotterdam),France and Netherlands,Europe,51.042416,2.373426,3,4,,,,,,,6,,"Port of Dunkirk, Port of Rotterdam","Project aimed at creating an open access multi-modal CO2 Export Hub from Dunkirk harbour and its hinterland that will be operational by 2025. This EU PCI project will develop a CO2 collection network and will connect, by way of shipping, the main industrial emitters in Dunkirk harbour and its hinterland with key CCS projects under development in the North Sea and Netherlands for permanent storage of CO2. The CO2 export hub will be located in the Port of Dunkirk; the CO2 offloading facilities and import hubs will be located in the North Sea basin connected to CO2 geological storage sites. The project aims to capture, transport and store CO2 in three phases: Phase 1 (2025-2030) 3Mt/yr, Phase 2 (2030-2035) 6Mt/yr, Phase 3 (2035-2050) 12Mt/yr. Current map location is arbitrary., and will be updated if/once the location has been confirmed.",https://ec.europa.eu/info/sites/default/files/detailed_information_regarding_the_candidate_projects_in_co2_network_0.pdf,In Planning,,,2025,,"Operation start years - Phase 1: 2025; Phase 2: 2030, Phase 3: 2035",No,"Was not one of six PCI projects to receive funding in CEF Energy Call 2020 (Oct 2020), but assumed to still be a 'live' project",,,,,Depleted Oil and Gas,Offshore,,Netherlands,,,,,"Various, incl. chemicals, petrochemicals and steel",,New,,,Other,,,,Other,,,,Pipe and Ship,,Yes,CO2 collection pipeline network in and around the Port of Dunkirk feeding into buffer storage in the Port of Rotterdam,Yes,Cross-border between France and Netherlands,10/21/2021,rsteven2,10/21/2021,rsteven2,"https://ec.europa.eu/energy/sites/ener/files/list_of_all_projects_receiving_eu_support_under_the_2020_cef_call.pdf	EC Press Release (Feb 2020): CEF 2020 funding award announcement											"
2731,C4 – Carbon Capture Cluster Copenhagen,Demonstration,Power,Copenhagen Metropolitan area,Denmark,Europe,55.684497,12.616655,3,4,,,,,,,,,"ARC, Argo, BIOFOS, Copenhagen Malmö Port (CMP), CTR, HOFOR, Vestforbrænding, VEKS and Ørsted","The project aims to reduce CO2 emissions by ~3Mt/yr from large power plants in the Copenhagen metropolitan area along with utilisation and communal CO2 transport and geological storage options in the Danish North Sea. The plants include the ARC Amager Bakke, Vestforbrænding and Argo waste-to-energy plants, the HOFOR biomass plant and the BIOFOS wastewater sludge incinceration plant. More than half of the expected CO2 captured will come from biogenic sources, therefore effecting carbon dioxide removal from the atmosphere. Current map location is arbitrary, given that this is a multi-partner cluster project.",https://www.c4cph.dk/en/,In Planning,A political strategy is expected in late 2021,2025,,,Intended operational year was 2025; currently no fixed schedule for the project following lack of financial support for the Amager Bakke EfW plant CCS project,No,,,,,"ARC, Argo, BIOFOS, Copenhagen Malmö Port (CMP), CTR, HOFOR, Vestforbrænding, VEKS and Ørsted",Depleted Oil and Gas,Offshore,,Denmark,,,Offshore storage and utilisation are being considered,,"Power, heat (district heating), water","ARC Amager Bakke, Vestforbrænding and Argo waste-to-energy plants, HOFOR biomass plant, BIOFOS wastewater sludge incinceration plant",Unknown,,,Other,"Residual minicipal waste, biomass, biogenic waste",,,Unknown,,,,Pipe and Ship,,Yes,,No,Potential transport options include onshore pipe network with offshore shipping from the port of Prøvestenen to geological storage,10/21/2021,rsteven2,6/2/2023,rsteven2,"https://a-r-c.dk/app/uploads/2021/02/C4-press_release.pdf	ARC (Feb 2020): Press Release	https://www.endswasteandbioenergy.com/article/1796599/withdrawal-efw-css-funding-ends-copenhagens-2025-climate-neutral-hopes?bulletin=ewb-weekly&utm_medium=EMAIL&utm_campaign=eNews%20Bulletin&utm_source=20220830&utm_content=EWB%20Waste%20and%20Bioenergy%20Weekly%20(41)::&email_hash=	ENDS (Aug 2022): Withdrawal of EfW from CCS funding ends Copenhagen’s 2025 climate-neutral hopes									"
2730,Project Greensand,Demonstration,Other,North Sea,Denmark,Europe,56.640806,5.271956,1.5,2.5,,175,,,,,,,"INEOS Energy, Wintershall Dea, Maersk Driling, GEUS (Geological Survey of Denmark and Greenland)","Project repurposing legacy oil and gas infrastructure for CO2 geological storage off the coast of Denmark. As of March 2023, the project is in the pilot injection phase, following validation of technical aspects and commercial feasibility of permanent CO2 storage in depleted oil and gas reservoirs in the Danish part of the North Sea, beginning with the Nini West Field in the Ineos-operated Siri area. Starting in 2020, Phase 1 (Appraisal) is focused on conducting all initial technical validation studies, which will be concluded by the end of 2021. The project also aims to build infrastructure and capabilities to enable CO2 captured from onshore facilities to be transported by ship offshore for injection and geological storage. In Nov 2020, the West Nini Field was certified by DNV GL as conceptually suitable for CO2 injection and geological storage of 0.45Mt/yr over a period of 10 years. Phase 2 (Pilot) began injection operations in early 2023, with a FID on Phase 3 (Full-scale project) expected soon after.",https://projectgreensand.com,Pilot,Pilot operations began on 8 March 2023,2025,,,,Yes,"Received funding for all initial (Phase 1) technical validation studies, and received USD 29.9M in Dec 2021 for the pilot proof of concept (Phase 2) all from the Energy Technology Development and Demonstration Program (EUDP) via the Danish Energy Agency.",,,,,Depleted Oil and Gas,Offshore,,Denmark,56.640806,5.271956,Injection capacity of 1.5Mt/yr from 2025; expected to increase to between 4-8Mt/yr by 2030. Storage licence awarded in Feb 2023. Pilot injection (Mar '23) into the INEOS-operated Nini field.,,Unknown,,Unknown,,,Unknown,,,,Unknown,,,,Ship,,No,,Yes,"DAN-UNITY CO2 is to develop CO2 transport solutions as part of Phase 2. Pilot phase ( Mar '23) CO2 transported by ship from an INEOS Oxide chemicals facility in Antwerp, Belgium; future phases to take CO2 from Germany",10/20/2021,rsteven2,6/2/2023,rsteven2,"https://www.oedigital.com/news/483530-denmark-nini-west-field-suitable-for-injection-and-storage-of-co2?fbclid=IwAR1JRddEuOyWsye3x56RBNKoMbjjala-rpSwI9ovKp_78rSXYOJ0gKM3TlQ	Offshore Engineer news article (Nov 2020): confirmation of suitability for CO2 injection and storage	https://dan-unity.dk/dan-unity-announces-participation-in-largest-danish-ccs-project/	Dan-Unity CO2 Press Release (Aug 2021): Dan-Unity CO2 Announces Participation in Largest Danish CCS Project	https://www.offshore-energy.biz/danish-govt-bankrolls-two-projects-for-co2-storage-in-north-sea/	Press (Dec 2021): Danish govt bankrolls two projects for CO2 storage in North Sea	https://www.offshore-technology.com/news/wintershall-ineos-co2-licence/	Press (Feb 2023): Wintershall Dea and Ineos secure CO₂ storage licence offshore Denmark	https://www.globalccsinstitute.com/news-media/latest-news/denmarks-project-greensand-begins-groundbreaking-cross-border-co2-injection/	GCCSI article (Mar 2023): Denmark’s Project Greensand Begins Groundbreaking Cross-border CO2 Injection			"
2729,Carbon Connect Delta,Unknown,Industry,Schelde-Delta region,"Belgium, Netherlands",Europe,51.362196,3.849115,1,2,,,,,,,,,"Arcelor Mittal, Dow, Fluxys, Gasunie, Province of East Flander, Province of Zeeland, PZEM, North Sea Port, SDR, Yara and Zeeland Refinery","Cross-border (Belgium & Netherlands) project exploring the potential for CCUS across the North Sea port area of Ghent, Terneuzen, Vlissingen. The project will consider both CO2 storage and utilisation, and has the potential to reduce CO2 emissions in the area by 30% (6.5Mt/yr) by 2030. A feasibility study, looking into technical, economic and legal aspects, the required infrastructure for the transport of CO2 by pipeline or ship, finance options, commercial feasibility and permit procedures is expected to be complete by 2020.",https://www.smartdeltaresources.com/en/carbon-connect-delta,In Planning,Feasibility study scheduled for completion by 2020; awaiting announcement on further progress,2023,,,,No,,,,,"Arcelor Mittal, Dow, Fluxys, Gasunie, Province of East Flander, Province of Zeeland, PZEM, North Sea Port, SDR, Yara and Zeeland Refinery",Unknown,Unknown,,,,,"Aims to capture 1Mt/yr from 2023, with potential for up to 6.5Mt/yr in 2030, Storage likely to be offshore: the PORTHOS, ATHOS, ARAMIS and Northern Lights projects are being considered as potential storage options.",,"Various, incl. chemicals, petrochemicals and steel","Arcelor Mittal, Dow, Fluxys, Gasunie, PZEM, SDR, Yara and Zeeland Refinery",Unknown,,,Other,,,,Other,,,,Unknown,,Yes,"Cross-sector and cross-border collaboration within the Scheldt-Delta region, with potential connection to other CO2 storage projects: PORTHOS, ARAMIS, Northern Lights",Yes,,10/20/2021,rsteven2,10/20/2021,rsteven2,"https://harbourmaster.org/index.php/News/scheldt-delta-region-smart-delta-resources-substantially-reduce-co2-emissions	
International Harbour Masters Assoc. (May 2020): Press Release	"
2728,CO2TransPorts,Demonstration,Other,Rotterdam (Antwerp and Ghent),Netherlands,Europe,51.9,4.27,10,11,,20,,,,,10MtCO2/yr,,"Port of Rotterdam, Port of Antwerp, North Sea Port","Project to establish the necessary infrastructure to facilitate the large-scale capture, transport and storage of CO2 from three of the most important ports of Europe. CO2TransPorts will provide an ‘open access’ CO2 transportation service for CO2 capture sites in the Port of Rotterdam, Antwerp and the North Sea Port. The project was classified as a Project of Common Interest under the 4th EU PCI list, adopted in 2019. Phase 1 will focus on developing an onshore pipeline through the Port of Rotterdam, a compressor station and an offshore pipeline to the P18 gas fields. Phase 2 will focus on developing a CO2 collection network in the Port of Antwerp and North Sea Port, and an interconnection between them and the Port of Rotterdam. Phases 1 and 2 will provide CO2 transport infrastructure for up to 10 MtCO2/year. Phase 3 will investigate potential increased demand beyond the capcity delivered by Phases 1 & 2.",https://ec.europa.eu/info/sites/default/files/detailed_information_regarding_the_candidate_projects_in_co2_network_0.pdf,In Design,"For each phase, studies on (pre-)feasibility and/or FEED studies will be done during the PCI period 2019 – 2021.",2023,,,"Operation years - Phase 1: 2023; Phase 2: 2026, Phase 3: 2030",Yes,EUR 108M EU Connecting Europe Facility funding (2020); EUR 102M for the PORTHOS CO₂ transport network; EUR 5.8M for the Antwerp CO₂ collection network and cross-border pipeline studies,,,,,Depleted Oil and Gas,Offshore,,Netherlands,,,"Initially likley to be TAQA-owned empty gas fields P18-2, P18-4 and P18-6 with injection via the P18A platform, as part of the PORTHOS CCUS project.",,"Various, mostly refinery related, including hydrogen",,New,,,Other,,,,Other,,,,Pipe,,Yes,"CO2 collection pipeline network between the Port of Antwerp and North Sea Port, and interconnected via pipeline to the Port of Rotterdam",Yes,"Cross-border between Belgium and Netherlands, with potential for third-party country access in later phase.",10/20/2021,rsteven2,10/20/2021,rsteven2,https://newsroom.portofantwerp.com/possible-eu-subsidy-for-international-co2-storage-cooperation
2727,LEILAC2 Demonstration Plant,Demonstration,Industry,Hanover,Germany,Europe,52.374672,9.876041,,1,,,EUR 34 milion,,,,Capture capacity of 100ktCO2/yr; 95% of all ,,"HeidelbergCement, Cimpor, Lhoist, IKN, Calix, Certh, Politecnico di Milano, BGR, GSB-RBINS, Engie Laborelec, Portos","To build a Demonstration Plant that will separate 20% of a regular plant’s process emissions - around 100 ktpa of CO2. This aims to also demonstrate the overall efficiency of the technology, as the reactor will be integrated into the kiln line in a kind of second pre-heater string configuration. In this configuration, the calcined material is directly fed to the existing rotary kiln so that the impact on clinker quality as well as the energy-efficiency can be demonstrated. The demonstration plant will also show the applicability of less carbon intensive heat sources for the required calcination heat, i.e. the use of electricity and alternative (biomass rich) fuels. The project will also oversee the electrification of the LEILAC 1 Pilot plant, to test the ability for fast ramp up/down times using electricity (switching rapidly from fuel to electricity). There are currently no plans for the captured CO2, but the project will include analysis of potential uses and geological storage.",https://www.project-leilac.eu/leilac2-project,In Design,"Following a FID in March 2022, the project will move into the implementation/construction phase. The demonstration-scale plant aims to start operation in 2023.",2023,,,Overall project is expected to be completed and operational by 2025,Yes,EUR 16M through EU H2020 funding,,,"Leilac Project, EU H2020 project","HeidelbergCement, Cimpor, Lhoist, IKN, Calix, Certh, Politecnico di Milano, BGR, GSB-RBINS, Engie Laborelec, Portos",No storage,Onshore,,,,,"While there are currently no plans for the captured CO2, the project will include analysis of potential uses and geological storage options.",,Cement and lime,Heidelberg Cement,New,,,Other,Electricity and alternative (biomass-rich) fuels,,,Other,Direct separation,"Name misleading, no separation is required as pure CO2 is released on calcination. Indirect heating means no dilution of CO2 by flue gas.",Calix,Unknown,,No,,No,"Likely to be capture and release, at least initially",10/19/2021,rsteven2,3/29/2022,rsteven2,"https://www.heidelbergcement.com/en/pr-01-02-2021 LEILAC2	Press Release (Feb 2021)	https://www.ccusnetwork.eu/knowledge-hub/leilac12-project-information	CCUS Projects Network Info Sheet: LEILAC1&2 Project Information	https://www.agg-net.com/news/green-light-for-leilac-2-carbon-capture-project	Press (March 2022): Green light for LEILAC 2 carbon capture project							"
2726,Longship (Langskip),Demonstration,Other,"Brevik, Oslo, Øygarden",Norway,Europe,60.56,4.88483,0.8,1.8,,80,NOK 25.1 billion,,,,,,"Gassnova, Norwegian Ministry of Energy and Petroleum, Norcem (HeidelbergCement Group), Fortum Oslo Varme, Northern Lights JV DA (Equinor, Shell, TotalEnergies)","Combination of Norwegian state and EU funding, as well as a degree of self-funding by the capture plants (Norcem and Fortum). The total estimated cost of NOK 25.1 billion includes the initial investment and 10-year operating period. The Norwegian state’s total contribution is NOK 16.8 billion. The project was approved for 80% Norwegian state funding of EUR2.1 billion in July 2020 to support delivery of CO2 capture facilities at the Brevik and Fortum plants. A FID was taken by the Norwegian government in Dec 2020.",https://ccsnorway.com/the-project/,In Design,,2024,,,,Yes,"Combination of Norwegian state and EU funding, as well as a degree of self-funding by the capture plants (Norcem and Fortum). The total estimated cost of NOK 25.1 billion includes the initial investment and 10-year operating period. The Norwegian state’s total contribution is NOK 16.8 billion. A FID was taken by the Norwegian government in Dec 2020.",,,,,Saline Formation,Offshore,Northern Lights JV DA,Norway,,,"Originally planned in Smeaheia, a shallow saline formation, now confirmed as the deeper (3km) Johansen formation south of Troll field.",,"Electricity and heat (EfW), cement","Fortum Oslo Varme, Norcem",New,,,Other,Municipal waste,,,Unknown,,,,Pipe and Ship,,Yes,,No,,9/1/2021,rsteven2,11/3/2021,rsteven2,https://langskip.regjeringen.no/longship/article/
2724,Ras Laffan Capture Project,Commercial,Upstream,Ras Laffan Industrial City,Qatar,Middle East,25.9111,51.537692,2,3,,,,,,,,,Qatargas,"Qatar Energy Minister, Saad Sherida Al-Kaabi, announced in October 2019 that a 2.1 Mt/yr ""carbon recovery and sequestration facility"" had been ""successfully commissioned"". He said ""With such new carbon capture and storage projects, Qatar's LNG industry will be capturing and sequestering more than 5 mmty of CO2 by 2025.""The comments were made in the context of discussion of significant increases in Qatar's capacity for LNG production and export. The implication seems to be that a capture plant is already running, probably supplying to EOR, and that there are plans for its expansion, or additional plant.This news came out of a conference in London, however, no idependent sources of information on the project have been found.The project location indicated is arbitrary within Ras Laffan, and the project must be considered as uncertain until further news is found.(Added 14/02/20)",,Operational,"Said to be ""commissioned successfully"" and ""largest existing"" in region",,2019,,Uncertain status,Yes,State owned,,,,State owned,EOR with MVR,Unknown,,,,,Unclear of status of storage and/or EOR operations. The Project hopes to increase capture and storage to 5Mt/yr by 2025 and 9Mt/yr by 2030.,,LNG,Qatargas,New,,,Gas,,,,Unknown,,Unclear if capture from gas sweetening operation or from energy conversion at Ras Laffan petrochemical complex - or both.,,Pipe,,Yes,Ras Laffan essentially a purpose built petrochemical industry cluster,No,,2/14/2020,CCSDBA,10/21/2021,rsteven2,https://www.aljazeera.com/news/2019/10/qatar-building-massive-co2-storage-plant-191008103148682.html
2722,Borzecin Acid Gas Injection,Pilot,Upstream,"Karnice, 42 km NNE of Wroclaw",Poland,Europe,51.471858,16.837001,,1,,1,,,,,,,PGNiG SA (Polish Oil and Gas Mining),Small sour gas separation plant with re-injection of CO2 and H2S directly into an aquifer close to the separation site. Operational since 1996 with >3 million scm sour gas injected to date. Also interest in using separated CO2 for EOR/EGR in region. (Added 14/02/20),,Operational,,,1996,,,No,"Unknown, but probably state owned.",,,,,Saline Formation,Onshore,PGNiG,Poland,,,"Several potential well heads visible in area, not sure which is Borzecin 28.",,Natural gas,PGNiG,New,,,Other,"Raw natural gas, not combustion.",,,Pre-combustion,Amine solvent,Gas sweetening operation,PGNiG,Pipe,PGNiG,No,,No,1 km cased and vented pipleine to injection well,2/14/2020,CCSDBA,1/23/2021,CCSDBA,http://www.cgseurope.net/UserFiles/file/1st%20Kickoff%20meeting/Presentations/25-Lubas.pdf
2721,Dalmia Cement (Bharat) CCU Demo,Demonstration,Industry,"Ariyalur, Tamil Nadu",India,Asia,11.182399,79.101218,0,1,,,,4 Mtpa,,,0.5 Mtpa,,Dalmia Cement (Bharat ); Carbon Clean Solutions,"Project to build a large-scale carbon capture demonstration plant at one of Dalmia Cement (Bharat) Ltd's sites in Tamil Nadu. Announced in September 2019, and claiming to be the global first large-scale capture from cement project at that time. MoU signed with Carbon Clean Solutions Ltd who will provide the technology and operational services. Capture scale planned at 0.5 Mtpa CO2, with intention to find ""multiple utilisation streams"" for the CO2; no mention of storage. Site reported as Dalmia's 4.0 mt/yr integrated Ariyalur cement plant in Tamil Nadu - one of many cement plants in the area. (Added 14/02/20)",,Speculative,Plans announced Sept'19,2022,,,,No,Unknown,,,,,No storage,Unknown,,,,,,,Cement,Dalmia Cement (Bharat) Ltd,Retrofit,,,Coal,"Not clear, but looks like coal supply by truck",Possibly also biomass,,Post-combustion,APBS-CDRMax system,APBS: amine-promoted buffer salt - proprietry solvent system,Carbon Clean Solutions Ltd (CCSL),Unknown,,No,"Not mentioned, but many cement plant sin area",No,No transport or storage mentioned yet,2/14/2020,CCSDBA,1/23/2021,CCSDBA,https://carboncleansolutions.com/media-center/news/article/2019/09/dalmia-cement-and-ccsl-sign-mou
2703,Tata Chemicals Northwich CCU Project,Demonstration,Industry,"Winnington Works, Northwich, Cheshire",United Kingdom,Europe,53.26815,-2.530213,,1,,,GBP 16.7M,,,96,"40,000 t/yr",,Tata Chemicals Europe (TCE),"Proposal to capture 40,000 t/yr CO2 from on-site CHP plant for reuse in sodium bicarbonate manufacture, avoiding current truck delivery of CO2 and reducing site emissions. (Added 13/01/20)",,In Planning,Planning application April 2019,2021,,,,Yes,"GBP 4.2M grant from UK Gov, CCU Demonstration Fund",,,,,Industrial Use,Onshore,,,,,"Unlikley to be any net storage, most uses of bicarbonate release CO2.",,Sodium bicarbonate,Tata Chemicals Europe,Retrofit,,,Gas,,,,Post-combustion,,,"Capture equipment from ""a leading supplier""",Other,,No,But close to Merseyside cluster,No,Reuse on site.,1/13/2020,CCSDBA,1/23/2021,CCSDBA,https://www.northwichguardian.co.uk/news/17548548.tata-lodges-plans-for-uk-first-carbon-dioxide-capture-plant-to-reduce-emissions/?ct=t(CCSA_Daily_Bulletin_Tuesday_25_April_2014_25_2017_)
2702,Holcim Portland Cement Plant CCS Project,Commercial,Industry,"Portland, nr Florence, Colorado",United States of America,North America,38.385445,-105.017235,0,1,,,,,,,,,"Svante, LafargeHolcim, OLCV, Total","Feasibility study for full-scale application of Svante's technology at LafargeHolcim's cement plant at Portland, Colorado. Assumed to be focusing on Svante's rotating adsorption machines (RAMs), although not explicitly stated. Scale would be up to 725,000 t/yr CO2 capture, this quantity would require two of Svante's lasrgest proposed RAMs with 1,000 t/da capacity each. CO2 would be used by Occidental for EOR. The site is faily close to the Sheep Mountain CO2 pipeline running south to Texas, although no mention yet made - news limited so far. (Added 13/01/20)",https://svanteinc.com/,Speculative,Feasibility study announced,,,,,No,Not yet,,,,OLCV - Oxy Low Carbon Ventures (Occidental/Oxy),EOR,Onshore,Occidental,United States of America,,,,,Cement,LafargeHolcim,Retrofit,,,Other,Coal and limestone,,,Post-combustion,,Structured solid absorbent. Not clear if rotating beds.,Svante,Pipe,Occidental,No,But to link to wider Permian Basin CO2-EOR network,No,Oxy acquired the Sheep Mountain Pipeline in 2017,1/13/2020,CCSDBA,1/23/2021,CCSDBA,https://www.total.com/en/media/news/press-releases/svante-lafargeholcim-oxy-low-carbon-ventures-and-total-launch-study-commercial-scale-carbon-capture
2681,CO2MENT Pilot,Pilot,Industry,"Richmond, BC",Canada,North America,49.159175,-123.006118,,1,,,,,,,1 t/day,,"Svante, LafargeHolcim, Total","Small (1 t/day) pilot trial of Svante's technology on slipstream from large cement works. Appears to be built and operating in summer 2019. Forms Phase II of CO2MENT Project, Phase III will study CO2 utilisation in cement and economic assessments. (Added 10/01/20)",https://svanteinc.com/,Pilot,Announced May 2019,2019,,,,Yes,"Various, including state and federal governments",,,,,No storage,Unknown,,,,,"No storage, capture and release.",,Cement,LafargeHolcim,Retrofit,,,Other,Coal and 'low-carbon' alternative waste fuels,,,Post-combustion,,Structured solid absorbent. Not clear if rotating beds.,,Unknown,,No,,No,,1/10/2020,CCSDBA,1/23/2021,CCSDBA,"http://www.carboncapturejournal.com/ViewNews.aspx?NewsID=4165	
Press (May 2019): Project announced.	
https://svanteinc.com/lafarge-canada-closer-to-canadas-most-carbon-efficient-cement-plant/	
Press release (Undated, 2019): Phase II project begins, video of plant visit showing pilot.	
https://www.lafargeholcim.com/sites/lafargeholcim.com/files/atoms/files/low-carbon_construction_canada_carbon_capture_United States of Americage.pdf	
Project info sheet, undated."
